name,population,households,lad_trse_rank,lad_vul_rank,lad_disability_and_caring_rank,lad_childcare_young_people_rank,lad_low_income_poverty_rank,lad_acc_rank,lad_work_access_rank,lad_education_access_rank,lad_health_access_rank,lad_amenities_access_rank,lad_trse_10pct,lad_trse_30pct,ca_trse_rank,ca_vul_rank,ca_disability_and_caring_rank,ca_childcare_young_people_rank,ca_low_income_poverty_rank,ca_acc_rank,ca_work_access_rank,ca_education_access_rank,ca_health_access_rank,ca_amenities_access_rank,ca_trse_10pct,ca_trse_30pct,eng_trse_rank,eng_vul_rank,eng_disability_and_caring_rank,eng_childcare_young_people_rank,eng_low_income_poverty_rank,eng_acc_rank,eng_work_access_rank,eng_education_access_rank,eng_health_access_rank,eng_amenities_access_rank,eng_trse_10pct,eng_trse_30pct,high_risk_pop,feature_type
E00024640,224,121,27,39,31,56,31,40,64,31,60,34,FALSE,TRUE,33,35,28,52,31,44,49,22,85,35,FALSE,FALSE,49,21,19,40,20,72,57,45,92,75,FALSE,FALSE,0,output_area
E00024141,366,133,15,73,92,38,79,28,41,28,31,20,FALSE,TRUE,21,67,84,34,80,32,28,19,64,27,FALSE,TRUE,38,56,76,22,74,65,41,44,81,69,FALSE,FALSE,0,output_area
E00024142,269,114,4,69,67,55,78,4,7,9,16,5,TRUE,TRUE,10,62,59,51,78,7,6,6,26,12,FALSE,TRUE,21,51,46,39,73,34,19,34,54,33,FALSE,TRUE,0,output_area
E00024143,349,124,33,57,83,39,53,46,80,42,65,37,FALSE,FALSE,37,51,74,35,52,48,69,29,87,37,FALSE,FALSE,53,38,64,23,42,74,71,48,93,76,FALSE,FALSE,0,output_area
E00024144,263,120,6,75,52,74,83,8,22,15,14,6,TRUE,TRUE,14,67,46,72,83,14,15,9,25,15,FALSE,TRUE,28,57,33,61,78,43,31,37,53,40,FALSE,TRUE,0,output_area
E00024145,369,129,23,72,79,46,83,36,58,31,54,25,FALSE,TRUE,29,66,71,42,84,40,43,22,83,30,FALSE,TRUE,46,55,59,31,79,70,53,45,91,72,FALSE,FALSE,0,output_area
E00024146,299,126,15,79,75,59,95,5,13,9,15,5,FALSE,TRUE,21,74,66,55,95,9,11,6,25,11,FALSE,TRUE,38,64,54,43,92,36,27,34,54,32,FALSE,FALSE,0,output_area
E00024147,307,131,34,86,64,93,84,7,19,10,15,6,FALSE,FALSE,38,82,56,90,85,13,14,7,25,15,FALSE,FALSE,53,74,43,85,79,42,29,35,54,39,FALSE,FALSE,0,output_area
E00024148,357,121,14,65,87,37,70,27,52,15,28,20,FALSE,TRUE,20,59,78,32,70,30,37,9,58,27,FALSE,TRUE,37,47,69,21,62,63,49,37,79,69,FALSE,FALSE,0,output_area
E00024150,234,109,12,63,54,70,62,25,46,10,28,18,FALSE,TRUE,19,57,47,66,62,29,32,7,55,25,FALSE,TRUE,35,45,35,55,53,62,45,35,77,68,FALSE,FALSE,0,output_area
E00024151,298,114,15,48,73,41,35,29,46,12,40,16,FALSE,TRUE,22,42,64,37,35,32,32,8,77,25,FALSE,TRUE,39,28,51,25,23,65,45,36,88,67,FALSE,FALSE,0,output_area
E00024152,333,145,18,3,9,3,17,33,58,15,49,21,FALSE,TRUE,25,3,9,2,16,36,43,9,81,27,FALSE,TRUE,42,1,6,1,9,67,53,37,90,70,FALSE,FALSE,0,output_area
E00024153,314,109,37,47,79,27,41,49,83,42,70,43,FALSE,FALSE,40,41,70,22,39,51,75,29,90,40,FALSE,FALSE,55,27,59,13,28,75,76,48,94,77,FALSE,FALSE,0,output_area
E00024154,352,126,28,56,51,59,59,41,75,36,54,34,FALSE,TRUE,34,50,44,55,58,45,63,26,83,35,FALSE,FALSE,50,37,32,43,48,72,66,47,91,75,FALSE,FALSE,0,output_area
E00024155,298,116,30,16,17,24,24,43,80,31,60,36,FALSE,TRUE,35,14,15,20,24,46,69,22,85,36,FALSE,FALSE,51,6,11,11,14,73,71,45,92,75,FALSE,FALSE,0,output_area
E00024156,371,157,23,17,10,26,32,36,69,18,60,26,FALSE,TRUE,29,16,9,21,32,40,56,11,85,31,FALSE,TRUE,46,7,7,12,21,70,62,39,92,72,FALSE,FALSE,0,output_area
E00024157,396,120,23,53,77,32,55,37,64,28,44,30,FALSE,TRUE,30,47,68,27,55,40,49,19,79,32,FALSE,TRUE,46,34,56,17,44,70,57,44,89,73,FALSE,FALSE,0,output_area
E00024158,342,135,23,2,14,3,8,36,69,18,60,26,FALSE,TRUE,29,2,14,3,9,40,56,11,85,31,FALSE,TRUE,46,1,9,1,5,70,62,39,92,72,FALSE,FALSE,0,output_area
E00024159,252,119,15,68,24,96,63,28,52,18,32,21,FALSE,TRUE,22,61,22,92,62,32,37,11,66,27,FALSE,TRUE,39,50,15,88,54,65,49,39,83,70,FALSE,FALSE,0,output_area
E00024160,321,122,35,46,66,25,54,48,83,42,70,41,FALSE,FALSE,40,41,58,20,53,51,75,29,90,39,FALSE,FALSE,54,27,45,11,42,75,76,48,94,77,FALSE,FALSE,0,output_area
E00024161,342,154,42,47,54,43,48,53,89,47,70,49,FALSE,FALSE,45,41,47,38,47,55,85,31,90,45,FALSE,FALSE,58,27,34,26,36,77,84,49,94,78,FALSE,FALSE,0,output_area
E00024162,315,135,33,58,72,38,66,45,80,36,65,37,FALSE,FALSE,37,52,63,33,66,48,69,26,87,37,FALSE,FALSE,52,39,50,22,58,74,71,47,93,76,FALSE,FALSE,0,output_area
E00024163,276,119,23,10,20,30,3,36,69,18,60,26,FALSE,TRUE,29,10,19,25,3,40,56,11,85,31,FALSE,TRUE,46,4,13,15,2,70,62,39,92,72,FALSE,FALSE,0,output_area
E00024164,392,174,33,52,71,49,39,46,83,31,65,39,FALSE,FALSE,38,46,62,45,38,49,75,22,87,38,FALSE,FALSE,53,32,49,33,27,74,76,45,93,76,FALSE,FALSE,0,output_area
E00024165,184,111,41,33,5,64,25,53,89,47,70,48,FALSE,FALSE,44,29,5,60,25,55,85,31,90,43,FALSE,FALSE,57,16,4,49,15,77,84,49,94,78,FALSE,FALSE,0,output_area
E00024166,356,138,27,48,50,52,42,41,75,28,70,31,FALSE,TRUE,33,42,44,49,41,44,63,19,90,33,FALSE,FALSE,50,28,32,37,29,72,66,44,94,74,FALSE,FALSE,0,output_area
E00024167,321,132,28,55,23,81,53,41,75,36,54,34,FALSE,TRUE,34,50,20,79,52,45,63,26,83,35,FALSE,FALSE,50,36,14,69,42,72,66,47,91,75,FALSE,FALSE,0,output_area
E00024168,281,143,40,50,34,65,45,52,89,47,70,44,FALSE,FALSE,43,43,30,62,44,53,85,31,90,41,FALSE,FALSE,56,29,20,50,33,76,84,49,94,77,FALSE,FALSE,0,output_area
E00024169,219,130,43,44,47,59,26,54,89,42,81,50,FALSE,FALSE,45,39,41,55,27,56,85,29,94,46,FALSE,FALSE,58,25,29,43,16,77,84,48,96,79,FALSE,FALSE,0,output_area
E00024170,281,138,30,45,25,49,55,43,75,28,65,37,FALSE,FALSE,35,40,23,45,54,46,63,19,87,37,FALSE,FALSE,51,26,16,34,44,73,66,44,93,76,FALSE,FALSE,0,output_area
E00024171,411,166,21,78,80,77,65,35,64,28,34,32,FALSE,TRUE,27,72,71,75,65,38,49,19,70,34,FALSE,TRUE,44,62,60,64,57,69,57,44,84,74,FALSE,FALSE,0,output_area
E00024172,297,136,44,39,43,52,28,55,93,42,76,52,FALSE,FALSE,46,36,38,48,29,57,89,29,92,47,FALSE,FALSE,59,22,27,36,18,78,88,48,95,79,FALSE,FALSE,0,output_area
E00024173,232,134,44,36,15,69,15,55,93,42,76,52,FALSE,FALSE,46,31,14,66,15,57,89,29,92,47,FALSE,FALSE,59,18,9,55,8,78,88,48,95,79,FALSE,FALSE,0,output_area
E00024175,329,125,45,42,58,31,46,56,93,42,76,55,FALSE,FALSE,48,38,51,26,45,58,89,29,92,50,FALSE,FALSE,60,24,38,16,34,78,88,48,95,80,FALSE,FALSE,0,output_area
E00024176,313,121,15,79,91,56,78,3,4,7,12,4,FALSE,TRUE,21,74,83,51,78,3,3,5,23,11,FALSE,TRUE,38,64,76,39,72,29,14,32,52,32,FALSE,FALSE,0,output_area
E00024177,387,142,22,83,96,46,84,2,2,2,6,3,FALSE,TRUE,29,78,91,42,85,1,1,1,19,9,FALSE,TRUE,46,69,87,31,80,22,11,18,48,31,FALSE,FALSE,0,output_area
E00024178,348,119,60,92,98,57,97,2,3,2,7,3,FALSE,FALSE,63,89,93,53,97,2,3,1,20,10,FALSE,FALSE,69,84,90,41,95,25,14,18,49,32,FALSE,FALSE,0,output_area
E00024179,339,147,97,97,85,96,93,2,4,1,6,2,FALSE,FALSE,94,95,77,93,93,1,3,0,19,7,FALSE,FALSE,84,92,67,89,90,17,14,9,48,29,FALSE,FALSE,0,output_area
E00024180,293,125,56,91,96,74,81,9,27,15,17,6,FALSE,FALSE,60,88,90,72,81,15,18,9,26,16,FALSE,FALSE,67,83,86,61,76,44,33,37,54,42,FALSE,FALSE,0,output_area
E00024181,268,104,50,89,90,84,78,20,46,15,19,21,FALSE,FALSE,53,86,82,82,78,25,32,9,30,27,FALSE,FALSE,64,80,74,74,72,58,45,37,58,70,FALSE,FALSE,0,output_area
E00024182,252,109,43,87,73,84,94,10,22,2,9,12,FALSE,FALSE,46,84,64,82,94,16,15,2,21,21,FALSE,FALSE,59,78,51,74,91,45,31,22,50,63,FALSE,FALSE,0,output_area
E00024183,428,184,36,86,92,67,82,7,19,10,12,6,FALSE,FALSE,40,82,85,64,83,13,14,7,23,15,FALSE,FALSE,54,75,78,52,78,41,29,35,52,38,FALSE,FALSE,0,output_area
E00024184,311,117,5,71,71,48,88,4,6,9,16,4,TRUE,TRUE,12,65,62,44,88,6,5,6,26,11,FALSE,TRUE,24,53,50,32,84,33,18,34,54,32,FALSE,TRUE,0,output_area
E00024185,214,117,73,95,75,99,83,8,27,15,15,6,FALSE,FALSE,76,92,66,96,84,14,18,9,25,15,FALSE,FALSE,75,87,54,95,79,43,33,37,54,41,FALSE,FALSE,0,output_area
E00024186,303,130,50,89,79,84,94,6,15,10,14,5,FALSE,FALSE,53,86,69,82,94,9,12,7,25,12,FALSE,FALSE,63,80,58,73,90,37,28,35,53,33,FALSE,FALSE,0,output_area
E00024187,324,125,33,85,91,68,83,25,35,20,28,16,FALSE,FALSE,38,81,83,65,83,29,24,14,55,25,FALSE,FALSE,53,74,75,53,78,62,38,41,77,67,FALSE,FALSE,0,output_area
E00024188,339,113,21,77,69,67,86,35,41,15,30,52,FALSE,TRUE,27,71,61,64,87,38,28,9,61,47,FALSE,TRUE,44,61,48,52,82,69,41,37,80,79,FALSE,FALSE,0,output_area
E00024190,247,126,5,71,18,92,81,7,4,7,8,14,TRUE,TRUE,12,65,17,88,81,12,4,5,20,22,FALSE,TRUE,24,54,12,82,76,40,17,32,49,65,FALSE,TRUE,0,output_area
E00024191,291,126,3,37,14,50,43,14,8,7,17,18,TRUE,TRUE,10,33,13,46,42,20,8,5,26,25,FALSE,TRUE,21,19,9,34,30,51,24,32,55,68,FALSE,TRUE,0,output_area
E00024192,495,201,1,54,78,32,55,7,4,5,8,14,TRUE,TRUE,5,48,68,28,55,12,4,4,20,23,TRUE,TRUE,11,34,56,17,44,40,17,31,49,65,FALSE,TRUE,495,output_area
E00024193,358,143,13,59,64,46,67,27,15,9,28,34,FALSE,TRUE,20,53,56,42,66,30,12,6,58,35,FALSE,TRUE,36,40,43,31,58,63,28,34,79,75,FALSE,FALSE,0,output_area
E00024194,288,131,30,85,64,95,77,13,8,5,17,19,FALSE,TRUE,35,81,56,92,77,19,8,4,26,26,FALSE,FALSE,51,73,43,88,71,51,24,31,55,69,FALSE,FALSE,0,output_area
E00024195,279,123,39,87,63,86,96,23,11,7,26,28,FALSE,FALSE,42,83,56,84,96,28,10,5,52,32,FALSE,FALSE,56,76,42,76,93,61,26,32,75,73,FALSE,FALSE,0,output_area
E00024196,249,126,29,85,72,76,95,25,11,28,22,28,FALSE,TRUE,34,80,63,73,95,29,10,19,40,32,FALSE,FALSE,50,72,50,63,92,62,26,44,68,73,FALSE,FALSE,0,output_area
E00024197,287,128,9,75,68,73,73,22,11,28,20,26,TRUE,TRUE,17,68,60,71,72,27,10,19,33,31,FALSE,TRUE,32,57,47,60,65,60,26,44,62,72,FALSE,FALSE,0,output_area
E00024198,293,126,25,84,47,93,92,22,9,36,20,25,FALSE,TRUE,31,79,41,90,92,27,9,26,33,30,FALSE,FALSE,48,71,29,85,89,60,25,47,62,72,FALSE,FALSE,0,output_area
E00024200,305,147,6,73,37,98,60,14,9,9,18,16,TRUE,TRUE,13,66,33,95,59,20,9,6,27,25,FALSE,TRUE,26,55,23,94,50,51,25,34,55,67,FALSE,TRUE,0,output_area
E00024201,310,131,97,97,86,90,99,10,8,7,7,14,FALSE,FALSE,95,95,78,87,99,16,8,5,20,23,FALSE,FALSE,85,92,68,81,98,46,23,32,49,65,FALSE,FALSE,0,output_area
E00024202,329,134,8,76,82,58,77,11,8,7,8,15,TRUE,TRUE,16,69,73,54,76,17,8,5,20,23,FALSE,TRUE,30,59,63,42,70,46,23,32,49,66,FALSE,FALSE,0,output_area
E00024203,311,135,3,62,69,55,62,13,8,7,17,15,TRUE,TRUE,10,56,61,51,62,19,8,5,26,24,TRUE,TRUE,21,43,48,39,53,50,24,32,55,67,FALSE,TRUE,0,output_area
E00024204,260,107,14,70,65,51,85,28,15,24,28,30,FALSE,TRUE,20,63,57,47,86,31,12,16,55,32,FALSE,TRUE,37,51,44,35,82,64,28,42,77,73,FALSE,FALSE,0,output_area
E00024205,282,134,4,69,78,63,61,15,11,7,17,23,TRUE,TRUE,11,62,69,59,61,21,10,5,26,28,FALSE,TRUE,22,50,57,48,52,52,26,32,55,71,FALSE,TRUE,0,output_area
E00024206,251,122,4,55,28,73,56,15,9,7,17,21,TRUE,TRUE,11,49,25,71,55,20,9,5,26,27,FALSE,TRUE,22,36,17,60,45,52,25,32,55,70,FALSE,TRUE,0,output_area
E00024207,340,136,1,51,46,54,53,8,6,20,2,32,TRUE,TRUE,6,45,40,49,51,14,5,14,10,34,TRUE,TRUE,13,31,29,37,40,43,18,41,41,74,FALSE,TRUE,340,output_area
E00024208,553,229,3,53,42,68,46,13,46,20,3,31,TRUE,TRUE,10,47,37,66,45,19,32,14,13,33,TRUE,TRUE,20,33,26,54,34,50,45,41,44,74,FALSE,TRUE,0,output_area
E00024210,300,134,27,65,42,75,70,40,46,28,24,76,FALSE,TRUE,33,59,37,73,70,44,32,19,46,68,FALSE,FALSE,49,47,26,62,62,72,45,44,72,83,FALSE,FALSE,0,output_area
E00024211,312,137,24,76,76,53,91,38,46,24,24,67,FALSE,TRUE,31,70,67,49,90,42,32,16,46,61,FALSE,FALSE,48,59,55,37,86,71,45,42,72,82,FALSE,FALSE,0,output_area
E00024212,266,123,8,74,53,81,76,20,52,42,11,44,TRUE,TRUE,15,67,46,79,75,26,37,29,22,41,FALSE,TRUE,30,56,33,69,69,58,49,48,52,77,FALSE,TRUE,0,output_area
E00024213,248,120,6,26,11,42,30,18,41,36,9,41,TRUE,TRUE,14,23,10,37,31,24,28,26,21,39,FALSE,TRUE,27,11,8,26,20,56,41,47,50,77,FALSE,TRUE,0,output_area
E00024215,375,154,6,40,17,49,51,17,11,36,11,44,TRUE,TRUE,13,36,16,45,50,23,10,26,22,41,FALSE,TRUE,26,22,11,33,39,55,26,47,52,77,FALSE,TRUE,0,output_area
E00024216,427,158,1,14,16,11,31,6,4,24,3,36,TRUE,TRUE,4,13,15,10,32,11,3,16,13,36,TRUE,TRUE,10,5,11,5,20,39,14,42,44,75,FALSE,TRUE,427,output_area
E00024217,316,130,1,46,31,41,61,9,6,24,2,39,TRUE,TRUE,7,41,28,37,61,15,5,16,12,38,TRUE,TRUE,15,27,19,25,51,44,18,42,43,76,FALSE,TRUE,316,output_area
E00024218,278,159,10,41,31,53,40,23,58,42,13,53,FALSE,TRUE,17,37,28,49,39,28,43,29,24,48,FALSE,TRUE,33,23,19,37,28,61,53,48,53,79,FALSE,FALSE,0,output_area
E00024219,550,196,16,80,87,64,76,16,35,20,8,36,FALSE,TRUE,22,74,79,61,76,22,24,14,21,36,FALSE,TRUE,39,65,70,49,70,54,38,41,50,75,FALSE,FALSE,0,output_area
E00024220,168,92,13,54,46,62,52,26,58,42,15,62,FALSE,TRUE,19,47,40,58,51,30,43,29,25,56,FALSE,TRUE,36,34,28,46,40,63,53,48,54,81,FALSE,FALSE,0,output_area
E00024221,220,115,34,54,29,87,41,46,58,36,26,79,FALSE,FALSE,38,49,26,85,40,49,43,26,52,71,FALSE,FALSE,53,36,18,78,28,74,53,47,75,83,FALSE,FALSE,0,output_area
E00024222,404,181,30,66,87,54,54,43,52,36,25,73,FALSE,FALSE,35,59,79,50,54,46,37,26,49,66,FALSE,FALSE,51,48,70,38,43,73,49,47,73,83,FALSE,FALSE,0,output_area
E00024223,443,197,49,59,77,44,60,59,41,60,54,49,FALSE,FALSE,52,53,67,39,59,62,28,46,83,45,FALSE,FALSE,63,40,55,27,50,80,41,60,91,78,FALSE,FALSE,0,output_area
E00024224,322,165,47,55,39,73,52,58,35,60,44,48,FALSE,FALSE,50,50,34,71,50,60,24,46,79,43,FALSE,FALSE,61,36,24,60,39,79,38,60,89,78,FALSE,FALSE,0,output_area
E00024225,496,193,46,55,81,29,60,57,35,59,44,46,FALSE,FALSE,49,50,72,24,60,59,24,45,79,42,FALSE,FALSE,61,36,61,14,50,79,38,59,89,78,FALSE,FALSE,0,output_area
E00024226,211,113,54,91,81,96,77,0,0,0,0,1,FALSE,FALSE,58,88,72,93,77,0,1,0,0,5,FALSE,FALSE,67,82,60,90,71,9,9,6,7,27,FALSE,FALSE,0,output_area
E00024227,248,133,5,72,50,84,72,0,0,0,0,2,TRUE,TRUE,13,66,43,82,71,0,0,0,0,6,FALSE,TRUE,26,55,31,73,64,5,5,4,3,28,FALSE,TRUE,0,output_area
E00024228,365,151,7,75,47,88,73,6,5,52,18,6,TRUE,TRUE,14,68,41,86,72,10,5,36,27,14,FALSE,TRUE,28,57,29,79,65,38,17,51,55,35,FALSE,TRUE,0,output_area
E00024229,319,139,0,17,6,36,23,5,5,52,8,6,TRUE,TRUE,3,16,5,32,24,8,5,36,20,14,TRUE,TRUE,8,7,4,21,14,36,17,51,49,35,TRUE,TRUE,319,output_area
E00024230,262,120,10,60,21,84,62,23,15,20,30,14,TRUE,TRUE,17,54,19,82,61,27,12,14,61,23,FALSE,TRUE,33,41,13,73,52,60,28,41,80,65,FALSE,FALSE,0,output_area
E00024231,249,120,9,24,13,43,23,22,15,18,31,13,TRUE,TRUE,17,22,12,38,23,27,12,11,64,22,FALSE,TRUE,32,10,8,27,13,60,28,39,81,64,FALSE,FALSE,0,output_area
E00024232,217,111,11,60,20,87,58,24,35,42,23,14,FALSE,TRUE,18,54,18,84,57,28,24,29,43,22,FALSE,TRUE,34,41,13,77,48,61,38,48,70,65,FALSE,FALSE,0,output_area
E00024233,312,127,18,81,74,77,82,17,19,20,20,9,FALSE,TRUE,24,76,65,75,82,23,14,14,35,19,FALSE,TRUE,42,67,52,64,76,55,29,41,64,57,FALSE,FALSE,0,output_area
E00024234,323,124,98,98,99,83,95,8,8,7,6,9,FALSE,FALSE,97,97,94,82,95,14,8,5,19,19,FALSE,FALSE,90,95,91,73,92,43,24,32,48,58,FALSE,FALSE,0,output_area
E00024235,401,152,3,14,15,12,32,14,13,10,18,14,TRUE,TRUE,10,13,14,11,33,20,11,7,27,22,FALSE,TRUE,21,5,10,5,21,51,27,35,55,65,FALSE,TRUE,0,output_area
E00024236,334,160,10,77,74,92,56,18,22,24,22,10,FALSE,TRUE,17,71,64,88,56,24,15,16,40,19,FALSE,TRUE,33,61,52,82,46,57,31,42,68,59,FALSE,FALSE,0,output_area
E00024237,280,119,13,78,64,78,82,8,11,10,4,8,FALSE,TRUE,19,73,56,76,82,14,10,7,15,18,FALSE,TRUE,36,63,43,66,76,42,26,35,46,55,FALSE,FALSE,0,output_area
E00024238,354,196,14,79,35,98,77,21,31,31,22,11,FALSE,TRUE,20,73,31,94,77,26,21,22,40,20,FALSE,TRUE,37,64,22,92,71,59,36,45,68,62,FALSE,FALSE,0,output_area
E00024239,336,151,94,96,86,88,98,20,22,24,23,11,FALSE,FALSE,90,94,78,86,97,25,15,16,43,20,FALSE,FALSE,81,90,68,78,95,58,31,42,70,61,FALSE,FALSE,0,output_area
E00024240,250,119,52,90,62,95,96,4,7,7,9,4,FALSE,FALSE,56,87,54,92,96,7,7,5,21,11,FALSE,FALSE,65,82,41,88,93,34,22,32,50,32,FALSE,FALSE,0,output_area
E00024241,269,130,32,74,79,51,80,45,58,42,76,39,FALSE,FALSE,37,67,71,48,81,48,43,29,92,38,FALSE,FALSE,52,56,59,36,75,74,53,48,95,76,FALSE,FALSE,0,output_area
E00024242,269,130,51,90,51,98,97,9,15,15,5,9,FALSE,FALSE,55,87,45,95,96,15,12,9,18,19,FALSE,FALSE,65,81,32,93,94,44,28,37,47,57,FALSE,FALSE,0,output_area
E00024243,285,125,34,86,55,90,97,10,15,15,5,10,FALSE,FALSE,39,82,48,87,96,15,12,9,18,19,FALSE,FALSE,54,74,35,80,94,44,28,37,47,59,FALSE,FALSE,0,output_area
E00024244,268,114,28,84,68,83,91,9,11,12,5,11,FALSE,TRUE,34,80,60,80,91,15,10,8,18,20,FALSE,FALSE,50,72,47,71,87,44,26,36,48,60,FALSE,FALSE,0,output_area
E00024245,217,119,2,63,39,94,50,6,7,9,3,8,TRUE,TRUE,7,58,34,91,49,11,6,6,13,18,TRUE,TRUE,16,45,24,86,38,40,20,34,44,54,FALSE,TRUE,217,output_area
E00024246,284,131,93,96,73,98,98,20,22,24,23,11,FALSE,FALSE,89,94,64,94,97,25,15,16,43,20,FALSE,FALSE,80,90,51,92,95,58,31,42,70,60,FALSE,FALSE,0,output_area
E00024247,268,128,94,96,87,81,100,8,11,10,4,8,FALSE,FALSE,90,94,79,78,100,14,10,7,15,18,FALSE,FALSE,81,90,70,68,99,42,26,35,46,55,FALSE,FALSE,0,output_area
E00024248,280,128,20,82,44,98,80,8,9,9,5,9,FALSE,TRUE,26,77,39,94,80,14,9,6,18,19,FALSE,TRUE,44,68,27,92,75,43,25,34,47,57,FALSE,FALSE,0,output_area
E00024249,313,123,11,77,89,55,76,5,8,5,12,5,FALSE,TRUE,18,71,81,51,75,8,8,4,23,11,FALSE,TRUE,34,61,72,39,69,35,23,31,52,32,FALSE,FALSE,0,output_area
E00024250,306,123,22,83,86,53,96,8,8,9,5,9,FALSE,TRUE,29,78,78,49,96,14,8,6,18,19,FALSE,TRUE,46,70,68,37,94,43,24,34,47,57,FALSE,FALSE,0,output_area
E00024251,314,131,97,97,92,82,99,9,13,12,6,9,FALSE,FALSE,95,95,85,79,99,15,11,8,19,19,FALSE,FALSE,85,92,77,70,98,44,27,36,48,57,FALSE,FALSE,0,output_area
E00024252,346,154,5,71,62,67,75,11,11,10,15,11,TRUE,TRUE,12,64,55,64,75,18,10,7,25,20,FALSE,TRUE,23,53,41,53,69,48,26,35,54,62,FALSE,TRUE,0,output_area
E00024253,244,107,3,50,45,46,56,13,13,15,17,13,TRUE,TRUE,10,44,39,42,56,19,11,9,26,21,TRUE,TRUE,20,30,28,30,46,50,27,37,54,63,FALSE,TRUE,0,output_area
E00024254,215,117,5,11,1,40,9,17,15,18,19,12,TRUE,TRUE,13,10,1,35,10,23,12,11,32,21,FALSE,TRUE,25,4,1,24,5,55,28,39,60,63,FALSE,TRUE,0,output_area
E00024255,279,135,15,25,6,61,9,28,22,28,37,18,FALSE,TRUE,21,23,5,56,10,32,15,19,74,25,FALSE,TRUE,39,11,4,45,5,65,31,44,87,68,FALSE,FALSE,0,output_area
E00024256,380,141,11,1,9,1,8,23,19,20,32,13,FALSE,TRUE,17,1,8,1,8,28,14,14,66,22,FALSE,TRUE,33,0,6,0,4,61,29,41,83,64,FALSE,FALSE,0,output_area
E00024257,303,122,6,2,8,4,15,18,19,20,20,14,TRUE,TRUE,14,2,8,3,15,24,14,14,32,23,FALSE,TRUE,27,1,6,1,8,56,29,41,61,65,FALSE,TRUE,0,output_area
E00024258,279,125,13,18,34,14,23,26,19,24,32,18,FALSE,TRUE,19,16,31,12,24,30,14,16,66,25,FALSE,TRUE,36,7,21,6,14,63,29,42,83,68,FALSE,FALSE,0,output_area
E00024259,320,125,99,99,96,82,99,1,0,2,0,3,FALSE,FALSE,98,98,91,80,100,1,1,1,2,8,FALSE,FALSE,92,96,87,70,99,17,9,18,28,29,FALSE,FALSE,0,output_area
E00024260,228,100,49,89,83,96,71,16,9,7,20,11,FALSE,FALSE,53,86,74,93,70,21,9,5,34,20,FALSE,FALSE,63,80,64,90,63,53,25,32,63,60,FALSE,FALSE,0,output_area
E00024261,327,125,99,99,95,87,100,7,7,5,2,7,FALSE,FALSE,98,98,88,84,100,12,7,4,10,18,FALSE,FALSE,95,97,83,77,100,40,23,31,41,53,FALSE,FALSE,0,output_area
E00024262,288,111,62,93,80,85,97,10,9,12,10,8,FALSE,FALSE,67,90,72,84,96,16,9,8,22,18,FALSE,FALSE,71,85,60,75,94,45,25,36,51,54,FALSE,FALSE,0,output_area
E00024263,358,155,9,63,83,37,70,21,27,15,22,15,TRUE,TRUE,16,58,74,33,70,26,18,9,40,23,FALSE,TRUE,31,45,63,21,62,59,33,37,68,66,FALSE,FALSE,0,output_area
E00024264,287,117,43,87,75,86,89,10,11,15,9,8,FALSE,FALSE,46,84,66,84,89,16,10,9,21,18,FALSE,FALSE,58,77,53,76,85,45,26,37,50,54,FALSE,FALSE,0,output_area
E00024265,272,131,98,98,73,99,98,17,15,18,22,10,FALSE,FALSE,96,96,63,97,98,23,12,11,38,19,FALSE,FALSE,87,93,51,97,96,55,28,39,67,59,FALSE,FALSE,0,output_area
E00024266,278,115,39,87,91,78,75,27,35,24,30,18,FALSE,FALSE,42,83,84,76,75,30,24,16,61,25,FALSE,FALSE,56,76,76,65,69,63,38,42,80,68,FALSE,FALSE,0,output_area
E00024267,280,120,70,94,92,72,98,9,9,12,8,7,FALSE,FALSE,74,91,85,70,98,15,9,8,20,18,FALSE,FALSE,74,86,78,59,96,44,25,36,49,52,FALSE,FALSE,0,output_area
E00024268,268,125,28,84,51,95,90,18,19,24,22,10,FALSE,TRUE,34,80,44,91,89,24,14,16,40,19,FALSE,FALSE,50,72,32,87,85,56,29,42,68,59,FALSE,FALSE,0,output_area
E00024269,284,129,97,97,77,96,100,11,15,24,9,9,FALSE,FALSE,96,96,67,92,100,17,12,16,21,19,FALSE,FALSE,86,93,55,89,99,47,28,42,50,57,FALSE,FALSE,0,output_area
E00024270,268,130,58,92,66,93,98,22,27,31,28,11,FALSE,FALSE,62,89,58,89,98,27,18,22,58,20,FALSE,FALSE,69,83,45,84,97,60,33,45,79,61,FALSE,FALSE,0,output_area
E00024271,224,118,13,69,73,62,68,26,35,42,30,13,FALSE,TRUE,19,62,63,59,67,29,24,29,61,21,FALSE,TRUE,35,51,51,47,59,62,38,48,80,63,FALSE,FALSE,0,output_area
E00024272,212,114,8,74,32,92,76,20,27,28,22,10,TRUE,TRUE,15,67,29,88,76,25,18,19,40,19,FALSE,TRUE,29,56,20,82,70,58,33,44,68,59,FALSE,TRUE,0,output_area
E00024273,219,116,7,74,62,71,79,19,22,24,22,10,TRUE,TRUE,14,67,54,68,79,24,15,16,40,19,FALSE,TRUE,28,56,41,56,74,57,31,42,68,59,FALSE,TRUE,0,output_area
E00024274,297,131,21,81,66,75,93,35,41,28,60,24,FALSE,TRUE,27,76,58,72,93,38,28,19,85,29,FALSE,TRUE,44,67,45,61,89,69,41,44,92,71,FALSE,FALSE,0,output_area
